codigo,nombre,codigo_proyecto,nombre_proyecto,codigo_subdivision,nombre_subdivision,tipo_unidad,piso,estado_construccion,nombre_tipologia,total_habitaciones,total_banos,area_libre,area_techada,area_total,estado_comercial,estado_personalizado,codigo_proforma,precio_lista,precio_base_proforma,descuento_venta,precio_venta,precio_m2,fecha_reserva,fecha_separacion,fecha_venta,fecha_entrega,fecha_inicio_independizacion,fecha_fin_independizacion,modalidad_contrato,codigo_externo,fecha_precio_actualizado,moneda_precio_lista,moneda_venta,vcto_garantia_estructural,vcto_garantia_acabados,vcto_garantia_comercial,id,padre_id,fecha_actualizacion,fecha_estimada_entrega,partida_independizacion
PS-S-B304,B304,PS,PACIFIC SOUL,PS-S,Soul,departamento flat,3,Obra no iniciada,S-6,0.00,0,0.00,60.20,60.20,vendido,,2025-02260,180000.00,180000.00,0.00,180000.00,2990.03,,2025-08-31,2025-10-09,,,,Compromiso,,,USD,USD,,,,1059,,2025-10-09,,
PS-S-B305,B305,PS,PACIFIC SOUL,PS-S,Soul,departamento flat,3,Obra no iniciada,S-7,0.00,0,0.00,60.68,60.68,proceso de aprobación,,2025-02432,181400.00,181400.00,21400.00,160000.00,2989.45,,2025-09-17,,,,,Compromiso,,,USD,USD,,,,1060,,2025-09-22,,
PS-S-B403,B403,PS,PACIFIC SOUL,PS-S,Soul,departamento flat,4,Obra no iniciada,S-10,0.00,0,0.00,61.46,61.46,vendido,,2025-02433,197800.00,197800.00,15824.00,181976.00,3218.35,,2025-09-17,2025-10-09,,,,Compromiso,,,USD,USD,,,,1064,,2025-10-09,,
PS-S-B405,B405,PS,PACIFIC SOUL,PS-S,Soul,departamento flat,4,Obra no iniciada,S-6,0.00,0,0.00,60.20,60.20,disponible,,,181500.00,,0.00,0.00,3014.95,,,,,,,Compromiso,,,USD,,,,,1066,,2025-08-21,,
PS-S-B406,B406,PS,PACIFIC SOUL,PS-S,Soul,departamento flat,4,Obra no iniciada,S-7,0.00,0,0.00,60.68,60.68,disponible,,,182900.00,,0.00,0.00,3014.17,,,,,,,Compromiso,,,USD,,,,,1067,,2025-08-21,,
PS-S-B501,B501,PS,PACIFIC SOUL,PS-S,Soul,departamento flat,5,Obra no iniciada,S-9,0.00,0,0.00,63.43,63.43,vendido,,2025-00760,205900.00,205900.00,25528.00,180372.00,3246.10,,2025-04-14,2025-05-27,,,,Compromiso,,,USD,USD,,,,1069,,2025-08-20,,
PS-S-B502,B502,PS,PACIFIC SOUL,PS-S,Soul,departamento flat,5,Obra no iniciada,S-10,0.00,0,0.00,62.61,62.61,proceso de separacion,,2025-02623,203200.00,203200.00,10566.40,192633.60,3245.49,,2025-10-03,,,,,Compromiso,,,USD,USD,,,,1070,,2025-10-03,,
PS-S-B503,B503,PS,PACIFIC SOUL,PS-S,Soul,departamento flat,5,Obra no iniciada,S-5,0.00,0,0.00,61.49,61.49,proceso de separacion,,2025-02623,199600.00,199600.00,10179.60,189420.40,3246.06,,2025-10-03,,,,,Compromiso,,,USD,USD,,,,1071,,2025-10-03,,
PS-S-B505,B505,PS,PACIFIC SOUL,PS-S,Soul,departamento flat,5,Obra no iniciada,S-7,0.00,0,0.00,60.68,60.68,disponible,,,184500.00,,0.00,0.00,3040.54,,,,,,,Compromiso,,,USD,,,,,1073,,2025-08-21,,
PS-S-B506,B506,PS,PACIFIC SOUL,PS-S,Soul,departamento flat,5,Obra no iniciada,S-8,0.00,0,0.00,60.04,60.04,disponible,,,182600.00,,0.00,0.00,3041.31,,,,,,,Compromiso,,,USD,,,,,1074,,2025-08-21,,
PS-S-B601,B601,PS,PACIFIC SOUL,PS-S,Soul,departamento duplex,6,Obra no iniciada,S-4,0.00,0,0.00,62.67,62.67,disponible,,,208200.00,,0.00,0.00,3322.16,,,,,,,Compromiso,,,USD,,,,,1075,,2025-08-21,,
PS-S-B604,B604,PS,PACIFIC SOUL,PS-S,Soul,departamento flat,6,Obra no iniciada,S-5,0.00,0,0.00,61.22,61.22,proceso de separacion,,2025-02375,200200.00,200200.00,16016.00,184184.00,3270.17,,2025-09-09,,,,,Compromiso,,,USD,USD,,,,1078,,2025-09-09,,
PS-S-B605,B605,PS,PACIFIC SOUL,PS-S,Soul,departamento flat,6,Obra no iniciada,S-6,0.00,0,0.00,60.20,60.20,disponible,,,184600.00,,0.00,0.00,3066.45,,,,,,,Compromiso,,,USD,,,,,1079,,2025-08-21,,
PS-S-B607,B607,PS,PACIFIC SOUL,PS-S,Soul,departamento flat,6,Obra no iniciada,S-8,0.00,0,0.00,60.04,60.04,disponible,,,184100.00,,0.00,0.00,3066.29,,,,,,,Compromiso,,,USD,,,,,1081,,2025-08-21,,
PS-S-B702,B702,PS,PACIFIC SOUL,PS-S,Soul,departamento flat,7,Obra no iniciada,S-10,0.00,0,0.00,62.61,62.61,no disponible,,,206400.00,0.00,0.00,0.00,3296.60,,,,,,,Compromiso,,,USD,,,,,1083,,2025-08-20,,
PS-S-B704,B704,PS,PACIFIC SOUL,PS-S,Soul,departamento flat,7,Obra no iniciada,S-6,0.00,0,0.00,60.20,60.20,disponible,,,186100.00,,0.00,0.00,3091.36,,,,,,,Compromiso,,,USD,,,,,1085,,2025-08-21,,
PS-S-B705,B705,PS,PACIFIC SOUL,PS-S,Soul,departamento flat,7,Obra no iniciada,S-7,0.00,0,0.00,60.68,60.68,disponible,,,187600.00,,0.00,0.00,3091.63,,,,,,,Compromiso,,,USD,,,,,1086,,2025-08-21,,
PS-S-B801,B801,PS,PACIFIC SOUL,PS-S,Soul,departamento duplex,8,Obra no iniciada,S-4,0.00,0,0.00,62.63,62.63,no disponible,,,211200.00,0.00,0.00,0.00,3372.19,,,,,,,Compromiso,,,USD,,,,,1088,,2025-08-21,,
PS-S-B805,B805,PS,PACIFIC SOUL,PS-S,Soul,departamento flat,8,Obra no iniciada,S-6,0.00,0,0.00,60.20,60.20,disponible,,,187600.00,,0.00,0.00,3116.28,,,,,,,Compromiso,,,USD,,,,,1092,,2025-08-21,,
PS-S-B806,B806,PS,PACIFIC SOUL,PS-S,Soul,departamento flat,8,Obra no iniciada,S-7,0.00,0,0.00,60.68,60.68,proceso de separacion,,2025-01030,189100.00,189100.00,5673.00,183427.00,3116.35,,2025-05-15,,,,,Compromiso,,,USD,USD,,,,1093,,2025-08-21,,
PS-S-B901,B901,PS,PACIFIC SOUL,PS-S,Soul,departamento flat,9,Obra no iniciada,S-8,0.00,0,0.00,60.34,60.34,no disponible,,,185800.00,0.00,0.00,0.00,3079.22,,,,,,,Compromiso,,,USD,,,,,1095,,2025-08-21,,
PS-S-B1002,B1002,PS,PACIFIC SOUL,PS-S,Soul,penthouse,10,Obra no iniciada,S-12,0.00,0,31.25,92.47,123.72,disponible,,,361700.00,,0.00,0.00,2923.54,,,,,,,Compromiso,,,USD,,,,,1097,,2025-08-20,,
PS-P-E03,ED-03,PS,PACIFIC SOUL,PS-P,Pacific,estacionamiento doble,-1,Obra no iniciada,Estacionamiento Doble,0.00,0,0.00,25.04,25.04,disponible,,,27000.00,,0.00,0.00,1078.27,,,,,,,Compromiso,,,USD,,,,,1103,,2025-09-23,,
PS-P-E05,ED-05,PS,PACIFIC SOUL,PS-P,Pacific,estacionamiento doble,-1,Obra no iniciada,Estacionamiento Doble,0.00,0,0.00,26.54,26.54,disponible,,,27000.00,,0.00,0.00,1017.33,,,,,,,Compromiso,,,USD,,,,,1105,,2025-08-20,,
PS-P-E06,ES-06,PS,PACIFIC SOUL,PS-P,Pacific,estacionamiento simple,-1,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,19.41,19.41,vendido,,2025-00817,20000.00,23000.00,3000.00,20000.00,1184.96,,2024-09-01,2025-05-27,,,,Compromiso,,,USD,USD,,,,1106,,2025-08-20,,
PS-P-E12,ES-12,PS,PACIFIC SOUL,PS-P,Pacific,estacionamiento simple,-1,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,12.50,12.50,disponible,,,17000.00,,0.00,0.00,1360.00,,,,,,,Compromiso,,,USD,,,,,1111,,2025-08-20,,
PS-P-E15,ES-15,PS,PACIFIC SOUL,PS-P,Pacific,estacionamiento simple,-1,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,12.95,12.95,disponible,,,17000.00,,0.00,0.00,1312.74,,,,,,,Compromiso,,,USD,,,,,1112,,2025-08-20,,
PS-S-E17,ES-17,PS,PACIFIC SOUL,PS-S,Soul,estacionamiento simple,-1,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,32.58,32.58,disponible,,,25000.00,,0.00,0.00,767.34,,,,,,,Compromiso,,,USD,,,,,1114,,2025-08-20,,
PS-S-E18,ES-18,PS,PACIFIC SOUL,PS-S,Soul,estacionamiento simple,-1,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,14.63,14.63,proceso de separacion,,2025-01030,17000.00,17000.00,0.00,17000.00,1162.00,,2025-05-15,,,,,Compromiso,,,USD,USD,,,,1115,,2025-08-20,,
PS-S-E19,ES-19,PS,PACIFIC SOUL,PS-S,Soul,estacionamiento simple,-1,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,15.52,15.52,disponible,,,17000.00,,0.00,0.00,1095.36,,,,,,,Compromiso,,,USD,,,,,1116,,2025-08-20,,
PS-S-E21,ES-21,PS,PACIFIC SOUL,PS-S,Soul,estacionamiento simple,-1,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,15.31,15.31,disponible,,,17000.00,,0.00,0.00,1110.39,,,,,,,Compromiso,,,USD,,,,,1118,,2025-08-20,,
PS-P-E25,ES-25,PS,PACIFIC SOUL,PS-P,Pacific,estacionamiento simple,-2,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,13.26,13.26,disponible,,,17000.00,,0.00,0.00,1282.05,,,,,,,Compromiso,,,USD,,,,,1122,,2025-08-20,,
PS-P-E26,ES-26,PS,PACIFIC SOUL,PS-P,Pacific,estacionamiento simple,-2,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,13.48,13.48,vendido,,2025-00115,17000.00,17000.00,3000.00,14000.00,1261.13,,2025-01-17,2025-08-15,,,,Compromiso,,,USD,USD,,,,1123,,2025-08-20,,
PS-P-E30,ES-30,PS,PACIFIC SOUL,PS-P,Pacific,estacionamiento simple,-2,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,18.10,18.10,vendido,,2025-00896,21000.00,21000.00,2000.00,19000.00,1160.22,,2025-02-13,2025-05-05,,,,Compromiso,,,USD,USD,,,,1127,,2025-08-20,,
PS-P-E34,ES-34,PS,PACIFIC SOUL,PS-P,Pacific,estacionamiento simple,-2,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,14.80,14.80,vendido,,2025-01066,17000.00,17000.00,0.00,17000.00,1148.65,,2025-05-22,2025-06-23,,,,Compromiso,,,USD,USD,,,,1131,,2025-08-20,,
PS-P-E36,ES-36,PS,PACIFIC SOUL,PS-P,Pacific,estacionamiento simple,-2,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,13.71,13.71,vendido,,2025-00430,17000.00,17000.00,0.00,17000.00,1239.97,,2025-03-14,2025-05-27,,,,Compromiso,,,USD,USD,,,,1133,,2025-09-19,,
PS-P-E38,ES-38,PS,PACIFIC SOUL,PS-P,Pacific,estacionamiento simple,-2,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,16.78,16.78,vendido,,2025-00896,17000.00,17000.00,2000.00,15000.00,1013.11,,2025-02-13,2025-05-05,,,,Compromiso,,,USD,USD,,,,1135,,2025-08-20,,
PS-P-E39,ES-39,PS,PACIFIC SOUL,PS-P,Pacific,estacionamiento simple,-2,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,17.53,17.53,proceso de separacion,,2025-02591,17000.00,17000.00,0.00,17000.00,969.77,,2025-09-27,,,,,Compromiso,,,USD,USD,,,,1136,,2025-10-01,,
PS-P-E43,ES-43,PS,PACIFIC SOUL,PS-P,Pacific,estacionamiento simple,-2,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,13.07,13.07,disponible,,,17000.00,,0.00,0.00,1300.69,,,,,,,Compromiso,,,USD,,,,,1138,,2025-08-20,,
PS-P-E44,ES-44,PS,PACIFIC SOUL,PS-P,Pacific,estacionamiento simple,-2,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,21.79,21.79,disponible,,,24000.00,,0.00,0.00,1101.42,,,,,,,Compromiso,,,USD,,,,,1139,,2025-08-20,,
PS-P-E45,ES-45,PS,PACIFIC SOUL,PS-P,Pacific,estacionamiento simple,-2,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,32.39,32.39,proceso de separacion,,2025-02292,25000.00,25000.00,0.00,25000.00,771.84,,2025-09-02,,,,,Compromiso,,,USD,USD,,,,1140,,2025-09-02,,
PS-S-E47,ES-47,PS,PACIFIC SOUL,PS-S,Soul,estacionamiento simple,-2,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,15.51,15.51,disponible,,,17000.00,,0.00,0.00,1096.07,,,,,,,Compromiso,,,USD,,,,,1142,,2025-08-20,,
PS-S-E49,ES-49,PS,PACIFIC SOUL,PS-S,Soul,estacionamiento simple,-2,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,17.17,17.17,disponible,,,17000.00,,0.00,0.00,990.10,,,,,,,Compromiso,,,USD,,,,,1144,,2025-08-20,,
PS-P-E59,ES-59,PS,PACIFIC SOUL,PS-P,Pacific,estacionamiento simple,-3,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,19.59,19.59,vendido,,2025-00173,19000.00,19000.00,3000.00,16000.00,969.88,,2025-01-29,2025-02-24,,,,Compromiso,,,USD,USD,,,,1151,,2025-08-20,,
PS-P-E60,ES-60,PS,PACIFIC SOUL,PS-P,Pacific,estacionamiento simple,-3,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,20.17,20.17,disponible,,,19000.00,,0.00,0.00,941.99,,,,,,,Compromiso,,,USD,,,,,1152,,2025-10-01,,
PS-P-E62,ES-62,PS,PACIFIC SOUL,PS-P,Pacific,estacionamiento simple,-3,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,18.10,18.10,proceso de separacion,,2025-01506,19000.00,19000.00,0.00,19000.00,1049.72,,2025-06-25,,,,,Compromiso,,,USD,USD,,,,1154,,2025-08-20,,
PS-P-E64,ES-64,PS,PACIFIC SOUL,PS-P,Pacific,estacionamiento simple,-3,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,18.53,18.53,disponible,,,19000.00,,0.00,0.00,1025.36,,,,,,,Compromiso,,,USD,,,,,1156,,2025-08-20,,
PS-P-E65,ES-65,PS,PACIFIC SOUL,PS-P,Pacific,estacionamiento simple,-3,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,16.70,16.70,vendido,,2025-00897,16000.00,16000.00,0.00,16000.00,958.08,,2025-05-05,2025-05-20,,,,Compromiso,,,USD,USD,,,,1157,,2025-08-20,,
PS-P-E67,ES-67,PS,PACIFIC SOUL,PS-P,Pacific,estacionamiento simple,-3,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,13.47,13.47,disponible,,,16000.00,,0.00,0.00,1187.82,,,,,,,Compromiso,,,USD,,,,,1159,,2025-08-20,,
PS-P-E68,ES-68,PS,PACIFIC SOUL,PS-P,Pacific,estacionamiento simple,-3,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,13.71,13.71,disponible,,,16000.00,,0.00,0.00,1167.03,,,,,,,Compromiso,,,USD,,,,,1160,,2025-08-20,,
PS-P-E69,ES-69,PS,PACIFIC SOUL,PS-P,Pacific,estacionamiento simple,-3,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,28.56,28.56,vendido,,2025-00430,25000.00,25000.00,0.00,25000.00,875.35,,2025-03-14,2025-05-27,,,,Compromiso,,,USD,USD,,,,1161,,2025-09-19,,
PS-P-E70,ES-70,PS,PACIFIC SOUL,PS-P,Pacific,estacionamiento simple,-3,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,16.78,16.78,disponible,,,16000.00,,0.00,0.00,953.52,,,,,,,Compromiso,,,USD,,,,,1162,,2025-08-20,,
P-E74,ES-74,PS,PACIFIC SOUL,PS-P,Pacific,estacionamiento simple,-3,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,15.74,15.74,no disponible,,,0.00,0.00,0.00,0.00,0.00,,,,,,,Compromiso,,,USD,,,,,1165,,2025-08-20,,
PS-P-E76,ES-76,PS,PACIFIC SOUL,PS-P,Pacific,estacionamiento simple,-3,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,21.79,21.79,vendido,,2025-02122,22000.00,22000.00,0.00,22000.00,1009.64,,2025-08-20,2025-10-10,,,,Compromiso,,,USD,USD,,,,1167,,2025-10-10,,
PS-P-E77,ES-77,PS,PACIFIC SOUL,PS-P,Pacific,estacionamiento simple,-3,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,32.39,32.39,vendido,,2025-02122,25000.00,25000.00,0.00,25000.00,771.84,,2025-08-20,2025-10-10,,,,Compromiso,,,USD,USD,,,,1168,,2025-10-10,,
PS-P-E78,ES-78,PS,PACIFIC SOUL,PS-P,Pacific,estacionamiento simple,-3,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,16.19,16.19,disponible,,,16000.00,,0.00,0.00,988.26,,,,,,,Compromiso,,,USD,,,,,1169,,2025-08-20,,
PS-S-E79,ES-79,PS,PACIFIC SOUL,PS-S,Soul,estacionamiento simple,-3,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,15.51,15.51,disponible,,,16000.00,,0.00,0.00,1031.59,,,,,,,Compromiso,,,USD,,,,,1170,,2025-08-20,,
PS-S-E80,ES-80,PS,PACIFIC SOUL,PS-S,Soul,estacionamiento simple,-3,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,15.52,15.52,disponible,,,16000.00,,0.00,0.00,1030.93,,,,,,,Compromiso,,,USD,,,,,1171,,2025-08-20,,
PS-S-E85,ES-85,PS,PACIFIC SOUL,PS-S,Soul,estacionamiento simple,-3,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,16.46,16.46,disponible,,,16000.00,,0.00,0.00,972.05,,,,,,,Compromiso,,,USD,,,,,1175,,2025-08-20,,
PS-P-E88,ES-88,PS,PACIFIC SOUL,PS-P,Pacific,estacionamiento simple,-4,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,15.78,15.78,vendido,,2024-02977,16000.00,14000.00,0.00,14000.00,887.20,,2025-01-17,2025-01-21,,,,Compromiso,,,USD,USD,,,,1176,,2025-08-20,,
PS-P-E89,ES-89,PS,PACIFIC SOUL,PS-P,Pacific,estacionamiento simple,-4,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,13.26,13.26,proceso de venta,,2025-00261,16000.00,16000.00,2000.00,14000.00,1206.64,,2025-02-07,,,,,Compromiso,,,USD,USD,,,,1177,,2025-10-21,,
PS-P-E90,ES-90,PS,PACIFIC SOUL,PS-P,Pacific,estacionamiento simple,-4,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,13.48,13.48,vendido,,2025-00761,16000.00,16000.00,1280.00,14720.00,1186.94,,2025-04-14,2025-05-27,,,,Compromiso,,,USD,USD,,,,1178,,2025-08-20,,
PS-P-E97,ES-97,PS,PACIFIC SOUL,PS-P,Pacific,estacionamiento simple,-4,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,16.70,16.70,proceso de venta,,2025-02587,16000.00,16000.00,0.00,16000.00,958.08,,2025-09-26,,,,,Compromiso,,,USD,USD,,,,1185,,2025-09-27,,
PS-P-E98,ES-98,PS,PACIFIC SOUL,PS-P,Pacific,estacionamiento simple,-4,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,14.80,14.80,proceso de venta,,2025-02587,16000.00,16000.00,0.00,16000.00,1081.08,,2025-09-26,,,,,Compromiso,,,USD,USD,,,,1186,,2025-09-27,,
PS-P-E101,ES-101,PS,PACIFIC SOUL,PS-P,Pacific,estacionamiento simple,-4,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,28.56,28.56,disponible,,,25000.00,,0.00,0.00,875.35,,,,,,,Compromiso,,,USD,,,,,1189,,2025-08-20,,
PS-P-E102,ES-102,PS,PACIFIC SOUL,PS-P,Pacific,estacionamiento simple,-4,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,16.78,16.78,disponible,,,16000.00,,0.00,0.00,953.52,,,,,,,Compromiso,,,USD,,,,,1190,,2025-08-20,,
PS-P-E104,ES-104,PS,PACIFIC SOUL,PS-P,Pacific,estacionamiento simple,-4,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,16.53,16.53,disponible,,,16000.00,,0.00,0.00,967.94,,,,,,,Compromiso,,,USD,,,,,1192,,2025-08-20,,
PS-P-E105,ES-105,PS,PACIFIC SOUL,PS-P,Pacific,estacionamiento simple,-4,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,14.01,14.01,disponible,,,16000.00,,0.00,0.00,1142.04,,,,,,,Compromiso,,,USD,,,,,1193,,2025-08-20,,
PS-P-E107,ES-107,PS,PACIFIC SOUL,PS-P,Pacific,estacionamiento simple,-4,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,13.07,13.07,vendido,,2025-00760,16000.00,16000.00,1280.00,14720.00,1224.18,,2025-04-14,2025-05-27,,,,Compromiso,,,USD,USD,,,,1194,,2025-08-20,,
PS-P-E108,ES-108,PS,PACIFIC SOUL,PS-P,Pacific,estacionamiento simple,-4,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,21.79,21.79,disponible,,,22000.00,,0.00,0.00,1009.64,,,,,,,Compromiso,,,USD,,,,,1195,,2025-08-20,,
PS-S-E110,ES-110,PS,PACIFIC SOUL,PS-S,Soul,estacionamiento simple,-4,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,16.19,16.19,vendido,,2025-01885,16000.00,16000.00,0.00,16000.00,988.26,,2025-07-25,2025-08-29,,,,Compromiso,,,USD,USD,,,,1197,,2025-08-29,,
PS-S-E115,ES-115,PS,PACIFIC SOUL,PS-S,Soul,estacionamiento simple,-4,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,14.61,14.61,disponible,,,16000.00,,0.00,0.00,1095.14,,,,,,,Compromiso,,,USD,,,,,1201,,2025-08-20,,
PS-S-E116,ES-116,PS,PACIFIC SOUL,PS-S,Soul,estacionamiento simple,-4,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,14.21,14.21,disponible,,,16000.00,,0.00,0.00,1125.97,,,,,,,Compromiso,,,USD,,,,,1202,,2025-08-20,,
PS-S-E117,ES-117,PS,PACIFIC SOUL,PS-S,Soul,estacionamiento simple,-4,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,16.46,16.46,disponible,,,16000.00,,0.00,0.00,972.05,,,,,,,Compromiso,,,USD,,,,,1203,,2025-08-20,,
PS-P-E122,ES-122,PS,PACIFIC SOUL,PS-P,Pacific,estacionamiento simple,-5,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,13.48,13.48,vendido,,2025-02465,15000.00,15000.00,1050.00,13950.00,1112.76,,2025-09-17,2025-10-01,,,,Compromiso,,,USD,USD,,,,1206,,2025-10-01,,
PS-P-E126,ES-126,PS,PACIFIC SOUL,PS-P,Pacific,estacionamiento simple,-5,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,18.10,18.10,disponible,,,18000.00,,0.00,0.00,994.48,,,,,,,Compromiso,,,USD,,,,,1210,,2025-08-20,,
PS-P-E129,ES-129,PS,PACIFIC SOUL,PS-P,Pacific,estacionamiento simple,-5,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,16.70,16.70,disponible,,,15000.00,,0.00,0.00,898.20,,,,,,,Compromiso,,,USD,,,,,1213,,2025-08-20,,
PS-P-E132,ES-132,PS,PACIFIC SOUL,PS-P,Pacific,estacionamiento simple,-5,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,13.71,13.71,proceso de venta,,2025-02587,15000.00,15000.00,0.00,15000.00,1094.09,,2025-09-26,,,,,Compromiso,,,USD,USD,,,,1216,,2025-09-27,,
PS-P-E133,ES-133,PS,PACIFIC SOUL,PS-P,Pacific,estacionamiento simple,-5,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,29.15,29.15,disponible,,,24000.00,,0.00,0.00,823.33,,,,,,,Compromiso,,,USD,,,,,1217,,2025-08-20,,
PS-P-E136,ES-136,PS,PACIFIC SOUL,PS-P,Pacific,estacionamiento simple,-5,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,16.53,16.53,vendido,,2025-01732,15000.00,15000.00,2000.00,13000.00,907.44,,2025-07-11,2025-09-01,,,,Compromiso,,,USD,USD,,,,1220,,2025-09-01,,
PS-P-E140,ES-140,PS,PACIFIC SOUL,PS-P,Pacific,estacionamiento simple,-5,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,21.79,21.79,disponible,,,20000.00,,0.00,0.00,917.85,,,,,,,Compromiso,,,USD,,,,,1223,,2025-08-20,,
PS-S-E141,ES-141,PS,PACIFIC SOUL,PS-S,Soul,estacionamiento simple,-5,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,32.39,32.39,disponible,,,23000.00,,0.00,0.00,710.10,,,,,,,Compromiso,,,USD,,,,,1224,,2025-08-20,,
PS-S-E142,ES-142,PS,PACIFIC SOUL,PS-S,Soul,estacionamiento simple,-5,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,16.19,16.19,vendido,,2025-02433,15000.00,15000.00,1200.00,13800.00,926.50,,2025-09-17,2025-10-09,,,,Compromiso,,,USD,USD,,,,1225,,2025-10-09,,
PS-S-E144,ES-144,PS,PACIFIC SOUL,PS-S,Soul,estacionamiento simple,-5,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,15.52,15.52,disponible,,,15000.00,,0.00,0.00,966.49,,,,,,,Compromiso,,,USD,,,,,1227,,2025-08-20,,
PS-S-E145,ES-145,PS,PACIFIC SOUL,PS-S,Soul,estacionamiento simple,-5,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,17.17,17.17,disponible,,,15000.00,,0.00,0.00,873.62,,,,,,,Compromiso,,,USD,,,,,1228,,2025-08-20,,
PS-S-E148,ES-148,PS,PACIFIC SOUL,PS-S,Soul,estacionamiento simple,-5,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,14.21,14.21,disponible,,,15000.00,,0.00,0.00,1055.59,,,,,,,Compromiso,,,USD,,,,,1230,,2025-08-20,,
PS-S-E149,ES-149,PS,PACIFIC SOUL,PS-S,Soul,estacionamiento simple,-5,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,16.58,16.58,disponible,,,15000.00,,0.00,0.00,904.70,,,,,,,Compromiso,,,USD,,,,,1231,,2025-08-20,,
PS-P-E152,ES-152,PS,PACIFIC SOUL,PS-P,Pacific,estacionamiento simple,-5,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,22.21,22.21,vendido,,2025-02463,17000.00,17000.00,0.00,17000.00,765.42,,2025-09-17,2025-10-09,,,,Compromiso,,,USD,USD,,,,1233,,2025-10-09,,
PS-P-E154,ES-154,PS,PACIFIC SOUL,PS-P,Pacific,estacionamiento simple,-6,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,13.26,13.26,proceso de separacion,,2024-02882,15000.00,15000.00,0.00,15000.00,1131.22,,2024-09-01,,,,,Compromiso,,,USD,USD,,,,1235,,2025-08-20,,
PS-P-E155,ES-155,PS,PACIFIC SOUL,PS-P,Pacific,estacionamiento simple,-6,Obra no iniciada,Estacionamiento Simple,0.00,0,0.00,13.48,13.48,disponible,,,15000.00,,0.00,0.00,1112.76,,,,,,,Compromiso,,,USD,,,,,1236,,2025-08-20,,
