codigo,nombre,codigo_proyecto,nombre_proyecto,codigo_subdivision,nombre_subdivision,tipo_unidad,piso,estado_construccion,nombre_tipologia,total_habitaciones,total_banos,area_libre,area_techada,area_total,estado_comercial,estado_personalizado,codigo_proforma,precio_lista,precio_base_proforma,descuento_venta,precio_venta,precio_m2,fecha_reserva,fecha_separacion,fecha_venta,fecha_entrega,fecha_inicio_independizacion,fecha_fin_independizacion,modalidad_contrato,codigo_externo,fecha_precio_actualizado,moneda_precio_lista,moneda_venta,vcto_garantia_estructural,vcto_garantia_acabados,vcto_garantia_comercial,id,padre_id,fecha_actualizacion,fecha_estimada_entrega,partida_independizacion
LUM-102,102,LUM,Lumière7,,,town house,1,En curso,Tipo 6B,3.00,3,30.00,131.99,161.99,vendido,,2022-00742,393041.00,393041.00,0.00,393041.00,2426.33,,2022-03-25,2022-04-24,,,,Compromiso,,,USD,USD,,,,2,,2022-06-03,,0
LUM-104,104,LUM,Lumière7,,,town house,1,En curso,Tipo 6D,3.00,3,30.71,131.39,162.10,vendido,,2022-00744,392386.00,392386.00,11000.00,381386.00,2420.64,,2022-03-15,2022-06-10,,,,Compromiso,,,USD,USD,,,,4,,2022-06-14,,0
LUM-201,201,LUM,Lumière7,,,departamento flat,2,En curso,Tipo 7,1.00,2,0.00,80.11,80.11,vendido,,2021-00014,193082.00,193082.00,0.00,193082.00,2410.21,,2020-08-27,2021-03-16,,,,Compromiso,,,USD,USD,,,,5,,2022-06-03,,0
LUM-301,301,LUM,Lumière7,,,departamento flat,3,En curso,Tipo 2B,3.00,3,0.00,128.38,128.38,vendido,,2022-00745,345701.00,345701.00,3701.00,342000.00,2692.79,,2022-03-16,2022-03-25,,,,Compromiso,,,USD,USD,,,,7,,2022-06-03,,0
LUM-303,303,LUM,Lumière7,,,departamento flat,3,En curso,Tipo 5,2.00,2,0.00,93.04,93.04,vendido,,2021-00015,232642.54,232642.54,0.00,232642.54,2500.46,,2020-08-08,2020-11-01,,,,Compromiso,,,USD,USD,,,,9,,2022-06-03,,0
LUM-304,304,LUM,Lumière7,,,departamento flat,3,En curso,Tipo 2A,3.00,3,0.00,128.38,128.38,vendido,,2022-01323,345701.00,345701.00,11701.00,334000.00,2692.79,,2022-07-23,2022-08-05,,,,Compromiso,,,USD,USD,,,,10,,2022-08-05,,0
LUM-402,402,LUM,Lumière7,,,departamento flat,4,En curso,Tipo 5,2.00,2,0.00,93.04,93.04,vendido,,2021-00009,288424.00,288424.00,0.00,288424.00,3100.00,,2021-02-19,2021-02-19,,,,Compromiso,,,USD,USD,,,,15,,2022-06-03,,0
LUM-403,403,LUM,Lumière7,,,departamento flat,4,En curso,Tipo 2A,3.00,3,0.00,128.38,128.38,vendido,,2021-00017,338923.00,338923.00,0.00,338923.00,2640.00,,2021-03-22,2021-04-09,,,,Compromiso,,,USD,USD,,,,16,,2022-06-03,,0
LUM-501,501,LUM,Lumière7,,,departamento flat,5,En curso,Tipo 2B,3.00,3,0.00,128.38,128.38,vendido,,2021-00018,341490.00,341490.00,0.00,341490.00,2659.99,,2021-04-07,2021-05-12,,,,Compromiso,,,USD,USD,,,,18,,2022-06-03,,0
LUM-502,502,LUM,Lumière7,,,departamento flat,5,En curso,Tipo 1A,3.00,3,0.00,140.24,140.24,vendido,,2021-00019,354957.05,354957.05,0.00,354957.05,2531.07,,2020-08-19,2020-11-01,,,,Compromiso,,,USD,USD,,,,19,,2022-06-03,,0
LUM-505,505,LUM,Lumière7,,,departamento flat,5,En curso,Tipo 4A,2.00,2,0.00,96.05,96.05,vendido,,2022-01793,261257.00,261257.00,6257.00,255000.00,2720.01,,2022-06-08,2022-10-28,,,,Compromiso,,,USD,USD,,,,22,,2022-10-28,,0
LUM-506,506,LUM,Lumière7,,,loft dúplex,5,En curso,Tipo 3B,1.00,1,13.97,70.24,84.21,vendido,,2021-00021,214874.00,214874.00,0.00,214874.00,2551.64,,2020-12-05,2020-12-01,,,,Compromiso,,,USD,USD,,,,23,,2022-06-03,,0
LUM-601,601,LUM,Lumière7,,,departamento flat,6,En curso,Tipo 2B,3.00,3,0.00,128.38,128.38,vendido,,2021-00022,327682.49,327682.49,0.00,327682.49,2552.44,,2020-10-16,2020-10-01,,,,Compromiso,,,USD,USD,,,,24,,2022-06-03,,0
LUM-602,602,LUM,Lumière7,,,departamento flat,6,En curso,Tipo 1A,3.00,3,0.00,140.24,140.24,vendido,,2021-00023,371582.10,371582.10,0.00,371582.10,2649.62,,2020-08-31,2020-11-01,,,,Compromiso,,,USD,USD,,,,25,,2022-06-03,,0
LUM-604,604,LUM,Lumière7,,,departamento flat,6,En curso,Tipo 4B,2.00,2,0.00,96.05,96.05,vendido,,2021-00013,251134.00,251134.00,0.00,251134.00,2614.62,,2021-09-07,2021-10-04,,,,Compromiso,,,USD,USD,,,,27,,2022-06-03,,0
LUM-701,701,LUM,Lumière7,,,departamento flat,7,En curso,Tipo 2B,3.00,3,0.00,128.38,128.38,vendido,,2021-00025,329622.49,329622.49,0.00,329622.49,2567.55,,2020-10-14,2020-10-01,,,,Compromiso,,,USD,USD,,,,28,,2022-06-03,,0
LUM-702,702,LUM,Lumière7,,,departamento flat,7,En curso,Tipo 1A,3.00,3,0.00,140.24,140.24,vendido,,2021-00010,349037.24,349037.24,0.00,349037.24,2488.86,,2020-08-06,2020-08-01,,,,Compromiso,,,USD,USD,,,,29,,2022-06-03,,0
LUM-706,706,LUM,Lumière7,,,loft dúplex,7,En curso,Tipo 3B,1.00,1,13.97,70.24,84.21,vendido,,2022-01095,218874.00,218874.00,2874.00,216000.00,2599.14,,2022-04-13,2022-04-29,,,,Compromiso,,,USD,USD,,,,33,,2022-06-20,,0
LUM-802,802,LUM,Lumière7,,,departamento flat,8,En curso,Tipo 1A,3.00,3,0.00,140.24,140.24,vendido,,2021-00050,350600.00,350600.00,0.00,350600.00,2500.00,,2020-08-01,2020-08-01,,,,Compromiso,,,USD,USD,,,,35,,2022-06-03,,0
LUM-804,804,LUM,Lumière7,,,departamento flat,8,En curso,Tipo 4B,2.00,2,0.00,96.05,96.05,vendido,,2022-00737,264755.00,264755.00,0.00,264755.00,2756.43,,2022-03-31,2022-04-29,,,,Compromiso,,,USD,USD,,,,37,,2022-06-03,,0
LUM-901,901,LUM,Lumière7,,,penthouse,9,En curso,Tipo 9B,3.00,4,50.50,143.49,193.99,vendido,,2021-00030,429201.45,429201.45,0.00,429201.45,2212.49,,2020-09-07,2021-02-25,,,,Compromiso,,,USD,USD,,,,38,,2022-06-03,,0
LUM-902,902,LUM,Lumière7,,,penthouse,9,En curso,Tipo 10,3.00,5,54.83,156.80,211.63,vendido,,2022-01096,550000.00,550000.00,59000.00,491000.00,2598.88,,2022-04-29,2022-06-20,,,,Compromiso,,,USD,USD,,,,39,,2022-06-20,,0
LUM-101,101,LUM,Lumière7,,,town house,1,En curso,Tipo 6A,3.00,3,29.91,130.62,160.53,vendido,,2022-00741,389258.00,389258.00,22500.00,366758.00,2424.83,,2022-03-28,2022-04-24,,,,Compromiso,,,USD,USD,,,,1,,2022-06-03,,0
LUM-103,103,LUM,Lumière7,,,town house,1,En curso,Tipo 6C,3.00,3,30.00,137.72,167.72,vendido,,2022-00748,408363.00,408363.00,53835.00,354528.00,2434.79,,2022-04-24,2022-04-27,,,,Compromiso,,,USD,USD,,,,3,,2022-06-03,,0
LUM-202,202,LUM,Lumière7,,,departamento flat,2,En curso,Tipo 1B,3.00,3,0.00,141.02,141.02,vendido,,2022-00264,378579.00,378579.00,40131.00,338448.00,2684.58,,2022-01-11,2022-02-28,,,,Compromiso,,,USD,USD,,,,6,,2022-06-03,,0
LUM-302,302,LUM,Lumière7,,,departamento duplex,3,En curso,Tipo 8,2.00,3,0.00,94.40,94.40,vendido,,2022-00478,275320.00,275320.00,13320.00,262000.00,2916.53,,2022-02-22,2022-03-16,,,,Compromiso,,,USD,USD,,,,8,,2022-06-03,,0
LUM-305,305,LUM,Lumière7,,,loft dúplex,3,En curso,Tipo 3A,1.00,1,13.97,70.24,84.21,vendido,,2022-01790,215091.00,215091.00,19891.00,195200.00,2554.22,,2022-05-24,2022-10-27,,,,Compromiso,,,USD,USD,,,,11,,2022-10-27,,0
LUM-306,306,LUM,Lumière7,,,departamento flat,3,En curso,Tipo 4A,2.00,2,0.00,96.38,96.38,vendido,,2021-00016,242048.64,242048.64,0.00,242048.64,2511.40,,2021-08-24,2020-10-01,,,,Compromiso,,,USD,USD,,,,12,,2022-06-03,,0
LUM-307,307,LUM,Lumière7,,,loft dúplex,3,En curso,Tipo 3B,1.00,1,13.97,70.24,84.21,vendido,,2022-01369,215091.00,215091.00,5000.00,210091.00,2554.22,,2022-06-01,2022-07-17,,,,Compromiso,,,USD,USD,,,,13,,2022-08-05,,0
LUM-401,401,LUM,Lumière7,,,departamento flat,4,En curso,Tipo 2B,3.00,3,0.00,128.38,128.38,vendido,,2021-00002,325000.00,333817.00,8817.00,325000.00,2600.23,,2021-05-24,2021-11-05,,,,Compromiso,,,USD,USD,,,,14,,2022-06-03,,0
LUM-404,404,LUM,Lumière7,,,departamento flat,4,En curso,Tipo 4B,2.00,2,0.00,96.05,96.05,vendido,,2021-00011,240000.00,240000.00,0.00,240000.00,2498.70,,2021-09-06,2021-09-20,,,,Compromiso,,,USD,USD,,,,17,,2022-06-03,,0
LUM-503,503,LUM,Lumière7,,,departamento flat,5,En curso,Tipo 2A,3.00,3,0.00,128.38,128.38,vendido,,2021-00020,331850.00,331850.00,0.00,331850.00,2584.90,,2021-03-04,2021-03-26,,,,Compromiso,,,USD,USD,,,,20,,2022-06-03,,0
LUM-504,504,LUM,Lumière7,,,loft dúplex,5,En curso,Tipo 3A,1.00,1,13.97,70.24,84.21,vendido,,2021-00012,208427.78,208427.78,0.00,208427.78,2475.10,,2021-03-29,2021-09-08,,,,Compromiso,,,USD,USD,,,,21,,2022-06-03,,0
LUM-603,603,LUM,Lumière7,,,departamento flat,6,En curso,Tipo 2A,3.00,3,0.00,128.38,128.38,vendido,,2021-00024,331850.00,331850.00,0.00,331850.00,2584.90,,2021-03-04,2021-03-26,,,,Compromiso,,,USD,USD,,,,26,,2022-06-03,,0
LUM-703,703,LUM,Lumière7,,,departamento flat,7,En curso,Tipo 2A,3.00,3,0.00,128.38,128.38,vendido,,2022-01090,326554.32,326554.32,0.00,326554.32,2543.65,,2020-11-26,2020-12-19,,,,Compromiso,,,USD,USD,,,,30,,2022-06-20,,0
LUM-704,704,LUM,Lumière7,,,loft dúplex,7,En curso,Tipo 3A,1.00,1,13.97,70.24,84.21,vendido,,2021-00027,218874.00,218874.00,0.00,218874.00,2599.14,,2021-01-06,2021-01-01,,,,Compromiso,,,USD,USD,,,,31,,2022-06-03,,0
LUM-705,705,LUM,Lumière7,,,departamento flat,7,En curso,Tipo 4A,2.00,2,0.00,96.05,96.05,vendido,,2022-00223,262735.00,262735.00,19135.00,243600.00,2735.40,,2022-02-03,2022-02-26,,,,Compromiso,,,USD,USD,,,,32,,2022-06-03,,0
LUM-801,801,LUM,Lumière7,,,departamento flat,8,En curso,Tipo 2B,3.00,3,0.00,128.38,128.38,vendido,,2021-00028,324726.15,324726.15,0.00,324726.15,2529.41,,2020-08-13,2020-10-10,,,,Compromiso,,,USD,USD,,,,34,,2022-06-03,,0
LUM-803,803,LUM,Lumière7,,,departamento flat,8,En curso,Tipo 2A,3.00,3,0.00,128.38,128.38,vendido,,2021-00029,341817.00,341817.00,0.00,341817.00,2662.54,,2021-11-23,2020-12-01,,,,Compromiso,,,USD,USD,,,,36,,2022-06-03,,0
LUM-904,904,LUM,Lumière7,,,penthouse,9,En curso,Tipo 11A,3.00,4,19.60,138.22,157.82,vendido,,2021-00032,385202.81,385202.81,0.00,385202.81,2440.77,,2021-02-19,2021-03-01,,,,Compromiso,,,USD,USD,,,,41,,2022-06-03,,0
LUM-906,906,LUM,Lumière7,,,penthouse,9,En curso,Tipo 11B,3.00,4,19.60,138.22,157.82,vendido,,2022-00747,391069.00,391069.00,0.00,391069.00,2477.94,,2022-03-26,2022-04-24,,,,Compromiso,,,USD,USD,,,,43,,2022-06-03,,0
LUM-E2,E2,LUM,Lumière7,,,estacionamiento doble con clóset y bicicleta,-1,En curso,,,,0.00,33.66,33.66,vendido,,2021-00019,20425.00,20425.00,0.00,20425.00,606.80,,2020-08-19,2020-11-01,,,,Compromiso,,,USD,USD,,,,45,19,2022-06-03,,0
LUM-E5,E5,LUM,Lumière7,,,estacionamiento simple con closet,-1,En curso,,,,0.00,18.01,18.01,vendido,,2021-00025,16732.50,16732.50,0.00,16732.50,929.07,,2020-10-14,2020-10-01,,,,Compromiso,,,USD,USD,,,,48,28,2022-06-03,,0
LUM-E6,E6,LUM,Lumière7,,,estacionamiento simple,-1,En curso,,,,0.00,15.68,15.68,vendido,,2021-00009,15000.00,15000.00,0.00,15000.00,956.63,,2021-02-19,2021-02-19,,,,Compromiso,,,USD,USD,,,,49,15,2022-06-03,,0
LUM-E7,E7,LUM,Lumière7,,,estacionamiento simple,-1,En curso,,,,0.00,15.09,15.09,vendido,,2022-01095,15000.00,15000.00,2126.00,12874.00,994.04,,2022-04-13,2022-04-29,,,,Compromiso,,,USD,USD,,,,50,,2022-06-20,,0
LUM-E8,E8,LUM,Lumière7,,,estacionamiento simple,-1,En curso,,,,0.00,13.22,13.22,vendido,,2021-00020,12200.00,12200.00,0.00,12200.00,922.84,,2021-03-04,2021-03-26,,,,Compromiso,,,USD,USD,,,,51,20,2022-06-03,,0
LUM-E10,E10,LUM,Lumière7,,,estacionamiento simple,-1,En curso,,,,0.00,16.36,16.36,vendido,,2021-00028,14250.00,14250.00,0.00,14250.00,871.03,,2020-08-13,2020-10-10,,,,Compromiso,,,USD,USD,,,,53,34,2022-06-03,,0
LUM-E12,E12,LUM,Lumière7,,,estacionamiento simple,-1,En curso,,,,0.00,13.36,13.36,vendido,,2021-00011,5000.00,5000.00,0.00,5000.00,374.25,,2021-09-06,2021-09-20,,,,Compromiso,,,USD,USD,,,,55,17,2022-06-03,,0
LUM-E15,E15,LUM,Lumière7,,,estacionamiento simple,-1,En curso,,,,0.00,16.35,16.35,vendido,,2021-00020,12200.00,12200.00,0.00,12200.00,746.18,,2021-03-04,2021-03-26,,,,Compromiso,,,USD,USD,,,,58,20,2022-06-03,,0
LUM-E18,E18,LUM,Lumière7,,,estacionamiento simple,-1,En curso,,,,0.00,14.77,14.77,vendido,,2022-01095,15000.00,15000.00,4000.00,11000.00,1015.57,,2022-04-13,2022-04-29,,,,Compromiso,,,USD,USD,,,,61,,2022-06-20,,0
LUM-E21,E21,LUM,Lumière7,,,estacionamiento simple con closet,-2,En curso,,,,0.00,24.89,24.89,vendido,,2021-00050,14700.00,14700.00,0.00,14700.00,590.60,,2020-08-01,2020-08-01,,,,Compromiso,,,USD,USD,,,,64,35,2022-06-03,,0
LUM-E22,E22,LUM,Lumière7,,,estacionamiento simple con closet,-2,En curso,,,,0.00,19.54,19.54,vendido,,2021-00010,15481.00,15481.00,0.00,15481.00,792.27,,2020-08-06,2020-08-01,,,,Compromiso,,,USD,USD,,,,65,29,2022-06-03,,0
LUM-E26,E26,LUM,Lumière7,,,estacionamiento simple con closet,-2,En curso,,,,0.00,25.44,25.44,vendido,,2021-00050,14700.00,14700.00,0.00,14700.00,577.83,,2020-08-01,2020-08-01,,,,Compromiso,,,USD,USD,,,,69,35,2022-06-03,,0
LUM-E27,E27,LUM,Lumière7,,,estacionamiento simple con closet,-2,En curso,,,,0.00,21.23,21.23,vendido,,2021-00031,17038.16,17038.16,0.00,17038.16,802.55,,2020-09-29,2020-11-01,,,,Compromiso,,,USD,USD,,,,70,40,2022-06-03,,0
LUM-E28,E28,LUM,Lumière7,,,estacionamiento simple con closet,-2,En curso,,,,0.00,20.44,20.44,vendido,,2021-00031,15426.44,15426.44,0.00,15426.44,754.72,,2020-09-29,2020-11-01,,,,Compromiso,,,USD,USD,,,,71,40,2022-06-03,,0
LUM-E32,E32,LUM,Lumière7,,,estacionamiento simple,-2,En curso,,,,0.00,15.09,15.09,disponible,,,14500.00,,0.00,0.00,960.90,,,,,,,Compromiso,,,USD,,,,,75,,2022-06-03,,0
LUM-E34,E34,LUM,Lumière7,,,estacionamiento simple,-2,En curso,,,,0.00,13.07,13.07,vendido,,2022-00742,14500.00,14500.00,10500.00,4000.00,1109.41,,2022-03-25,2022-04-24,,,,Compromiso,,,USD,USD,,,,77,,2022-06-03,,0
LUM-E35,E35,LUM,Lumière7,,,estacionamiento simple,-2,En curso,,,,0.00,16.48,16.48,vendido,,2021-00014,10000.00,10000.00,0.00,10000.00,606.80,,2020-08-27,2021-03-16,,,,Compromiso,,,USD,USD,,,,78,5,2022-06-03,,0
LUM-E36,E36,LUM,Lumière7,,,estacionamiento simple,-2,En curso,,,,0.00,13.47,13.47,vendido,,2022-01096,14500.00,14500.00,4500.00,10000.00,1076.47,,2022-04-29,2022-06-20,,,,Compromiso,,,USD,USD,,,,79,,2022-06-20,,0
LUM-E37,E37,LUM,Lumière7,,,estacionamiento simple,-2,En curso,,,,0.00,13.45,13.45,vendido,,2022-01096,14500.00,14500.00,4500.00,10000.00,1078.07,,2022-04-29,2022-06-20,,,,Compromiso,,,USD,USD,,,,80,,2022-06-20,,0
LUM-E41,E41,LUM,Lumière7,,,estacionamiento simple,-2,En curso,,,,0.00,12.95,12.95,vendido,,2022-01323,14500.00,14500.00,500.00,14000.00,1119.69,,2022-07-23,2022-08-05,,,,Compromiso,,,USD,USD,,,,84,,2022-08-05,,0
LUM-E45,E45,LUM,Lumière7,,,estacionamiento simple con espacio para clóset,-3,En curso,,,,0.00,21.04,21.04,vendido,,2022-01791,18000.00,18000.00,0.00,18000.00,855.51,,2022-07-04,2022-10-27,,,,Compromiso,,,USD,USD,,,,88,,2022-10-27,,0
LUM-E47,E47,LUM,Lumière7,,,estacionamiento simple con espacio para clóset,-3,En curso,,,,0.00,24.57,24.57,vendido,,2021-00017,18000.00,18000.00,0.00,18000.00,732.60,,2021-03-22,2021-04-09,,,,Compromiso,,,USD,USD,,,,90,16,2022-06-03,,0
LUM-E48,E48,LUM,Lumière7,,,estacionamiento simple con espacio para clóset,-3,En curso,,,,0.00,19.87,19.87,vendido,,2022-00264,16250.00,16250.00,1250.00,15000.00,817.82,,2022-01-11,2022-02-28,,,,Compromiso,,,USD,USD,,,,91,,2022-06-03,,0
LUM-E49,E49,LUM,Lumière7,,,estacionamiento simple con espacio para clóset,-3,En curso,,,,0.00,17.90,17.90,vendido,,2022-00264,16250.00,16250.00,1250.00,15000.00,907.82,,2022-01-11,2022-02-28,,,,Compromiso,,,USD,USD,,,,92,,2022-06-03,,0
LUM-E53,E53,LUM,Lumière7,,,estacionamiento simple con espacio para clóset,-3,En curso,,,,0.00,21.23,21.23,vendido,,2021-00002,13200.00,18000.00,4800.00,13200.00,847.86,,2021-05-24,2021-11-05,,,,Compromiso,,,USD,USD,,,,96,14,2022-06-03,,0
LUM-E55,E55,LUM,Lumière7,,,estacionamiento simple con espacio para clóset,-3,En curso,,,,0.00,15.98,15.98,vendido,,2022-00738,18000.00,18000.00,3000.00,15000.00,1126.41,,2022-04-22,2022-07-05,,,,Compromiso,,,USD,USD,,,,98,,2022-07-08,,0
LUM-E56,E56,LUM,Lumière7,,,estacionamiento simple con espacio para clóset,-3,En curso,,,,0.00,15.86,15.86,vendido,,2022-01090,18000.00,18000.00,4080.00,13920.00,1134.93,,2020-11-26,2020-12-19,,,,Compromiso,,,USD,USD,,,,99,,2022-06-20,,0
LUM-E57,E57,LUM,Lumière7,,,estacionamiento simple,-3,En curso,,,,0.00,17.96,17.96,vendido,,2021-00015,13293.00,13293.00,0.00,13293.00,740.14,,2020-08-08,2020-11-01,,,,Compromiso,,,USD,USD,,,,100,9,2022-06-03,,0
LUM-E59,E59,LUM,Lumière7,,,estacionamiento simple,-3,En curso,,,,0.00,13.22,13.22,vendido,,2022-01793,14000.00,14000.00,4000.00,10000.00,1059.00,,2022-06-08,2022-10-28,,,,Compromiso,,,USD,USD,,,,102,,2022-10-28,,0
LUM-E60,E60,LUM,Lumière7,,,estacionamiento simple,-3,En curso,,,,0.00,13.07,13.07,vendido,,2022-01793,14000.00,14000.00,4000.00,10000.00,1071.16,,2022-06-08,2022-10-28,,,,Compromiso,,,USD,USD,,,,103,,2022-10-28,,0
LUM-E61,E61,LUM,Lumière7,,,estacionamiento simple,-3,En curso,,,,0.00,16.48,16.48,vendido,,2021-00027,14000.00,14000.00,0.00,14000.00,849.51,,2021-01-06,2021-01-01,,,,Compromiso,,,USD,USD,,,,104,31,2022-06-03,,0
LUM-E62,E62,LUM,Lumière7,,,estacionamiento simple,-3,En curso,,,,0.00,13.47,13.47,disponible,,,14000.00,,0.00,0.00,1039.35,,,,,,,Compromiso,,,USD,,,,,105,,2022-06-22,,0
LUM-E63,E63,LUM,Lumière7,,,estacionamiento simple,-3,En curso,,,,0.00,13.45,13.45,vendido,,2022-00737,14000.00,14000.00,14000.00,0.00,1040.89,,2022-03-31,2022-04-29,,,,Compromiso,,,USD,USD,,,,106,,2022-06-03,,0
LUM-E65,E65,LUM,Lumière7,,,estacionamiento simple,-3,En curso,,,,0.00,13.35,13.35,vendido,,2022-00745,14000.00,14000.00,14000.00,0.00,1048.69,,2022-03-16,2022-03-25,,,,Compromiso,,,USD,USD,,,,108,,2022-06-03,,0
LUM-E66,E66,LUM,Lumière7,,,estacionamiento simple,-3,En curso,,,,0.00,16.37,16.37,vendido,,2022-01790,14000.00,14000.00,4200.00,9800.00,855.22,,2022-05-24,2022-10-27,,,,Compromiso,,,USD,USD,,,,109,,2022-10-27,,0
LUM-E67,E67,LUM,Lumière7,,,estacionamiento simple,-3,En curso,,,,0.00,12.95,12.95,vendido,,2021-00013,7000.00,7000.00,0.00,7000.00,540.54,,2021-09-07,2021-10-04,,,,Compromiso,,,USD,USD,,,,110,27,2022-06-03,,0
LUM-E68,E68,LUM,Lumière7,,,estacionamiento simple,-3,En curso,,,,0.00,13.06,13.06,vendido,,2021-00002,12000.00,14000.00,2000.00,12000.00,1071.98,,2021-05-24,2021-11-05,,,,Compromiso,,,USD,USD,,,,111,14,2022-06-03,,0
LUM-E69,E69,LUM,Lumière7,,,estacionamiento simple,-3,En curso,,,,0.00,14.77,14.77,vendido,,2021-00018,11750.00,11750.00,0.00,11750.00,795.53,,2021-04-07,2021-05-12,,,,Compromiso,,,USD,USD,,,,112,18,2022-06-03,,0
LUM-D3,D3,LUM,Lumière7,,,depósito,-2,En curso,,,,0.00,6.07,6.07,vendido,,2021-00018,4300.00,4300.00,0.00,4300.00,708.40,,2021-04-07,2021-05-12,,,,Compromiso,,,USD,USD,,,,117,18,2022-06-03,,0
LUM-D4,D4,LUM,Lumière7,,,depósito,-2,En curso,,,,0.00,6.29,6.29,vendido,,2022-01097,4300.00,4300.00,0.00,4300.00,683.62,,2022-06-01,2022-06-10,,,,Compromiso,,,USD,USD,,,,118,,2022-06-22,,0
LUM-D5,D5,LUM,Lumière7,,,depósito,-3,En curso,,,,0.00,6.40,6.40,vendido,,2021-00028,3999.50,3999.50,0.00,3999.50,624.92,,2020-08-13,2020-10-10,,,,Compromiso,,,USD,USD,,,,119,34,2022-06-03,,0
LUM-D6,D6,LUM,Lumière7,,,depósito,-3,En curso,,,,0.00,6.07,6.07,vendido,,2022-01090,4128.00,4128.00,0.00,4128.00,680.07,,2020-11-26,2020-12-19,,,,Compromiso,,,USD,USD,,,,120,,2022-06-20,,0
LUM-D8,D8,LUM,Lumière7,,,depósito,-3,En curso,,,,0.00,6.29,6.29,vendido,,2021-00022,4000.00,4000.00,0.00,4000.00,635.93,,2020-10-16,2020-10-01,,,,Compromiso,,,USD,USD,,,,122,24,2022-06-03,,0
LIV-1301,1301,LIV,LIVEN,,,penthouse,13,En planos,9,0.00,0,110.82,244.14,354.96,vendido,,2022-01507,546000.00,546000.00,0.00,546000.00,1538.20,,2022-04-07,2022-09-08,,,,Compromiso,,,USD,USD,,,,128,,2024-10-31,,0
LIV-201,201,LIV,LIVEN,,,departamento flat,2,En planos,2a,0.00,0,0.00,72.38,72.38,vendido,,2022-00740,197560.44,197560.44,15804.84,181755.60,2729.49,,2022-04-22,2022-05-11,,,,Compromiso,,,USD,USD,,,,130,,2024-10-31,,0
LIV-301,301,LIV,LIVEN,,,departamento flat,3,En planos,2,0.00,0,0.00,71.55,71.55,vendido,,2022-01871,197267.64,197267.64,9863.38,187404.26,2757.06,,2022-11-18,2022-12-01,,,,Compromiso,,,USD,USD,,,,134,,2024-10-31,,0
LIV-303,303,LIV,LIVEN,,,departamento flat,3,En planos,7,0.00,0,0.00,106.27,106.27,vendido,,2023-01946,281502.85,281502.85,12662.85,268840.00,2648.94,,2023-09-16,2023-10-02,,,,Compromiso,,,USD,USD,,,,136,,2024-10-31,,0
LIV-304,304,LIV,LIVEN,,,departamento flat,3,En planos,3a,0.00,0,0.00,85.38,85.38,vendido,,2024-00008,239064.00,239064.00,12000.00,227064.00,2800.00,,2024-01-02,2024-01-15,,,,Compromiso,,,USD,USD,,,,137,,2024-10-31,,0
LIV-404,404,LIV,LIVEN,,,departamento flat,4,En planos,3a,0.00,0,0.00,85.38,85.38,vendido,,2023-02432,247602.00,247602.00,7602.00,240000.00,2900.00,,2023-11-07,2023-12-20,,,,Compromiso,,,USD,USD,,,,141,,2024-10-31,,0
LIV-501,501,LIV,LIVEN,,,departamento flat,5,En planos,2,0.00,0,0.00,71.55,71.55,vendido,,2022-00658,203240.32,203240.32,20324.03,182916.29,2840.54,,2022-04-01,2022-03-25,,,,Compromiso,,,USD,USD,,,,142,,2024-10-31,,0
LIV-502,502,LIV,LIVEN,,,departamento flat,5,En planos,4a,0.00,0,0.00,86.33,86.33,vendido,,2023-01999,250357.00,239683.49,4000.00,235683.49,2776.36,,2023-12-21,2023-12-07,,,,Compromiso,,,USD,USD,,,,143,,2024-10-31,,0
LIV-503,503,LIV,LIVEN,,,departamento flat,5,En planos,7b,0.00,0,0.00,106.26,106.26,vendido,,2022-00661,291105.89,291105.89,29110.59,261995.30,2739.56,,2022-03-23,2022-04-07,,,,Compromiso,,,USD,USD,,,,144,,2024-10-31,,0
LIV-504,504,LIV,LIVEN,,,departamento flat,5,En planos,3,0.00,0,0.00,85.39,85.39,vendido,,2024-00732,247631.00,247631.00,3000.00,244631.00,2900.00,,2024-03-08,2024-03-14,,,,Compromiso,,,USD,USD,,,,145,,2024-10-31,,0
LIV-603,603,LIV,LIVEN,,,departamento flat,6,En planos,7,0.00,0,0.00,106.27,106.27,vendido,,2023-00822,293132.91,293132.91,15000.00,278132.91,2758.38,,2023-05-26,2023-05-30,,,,Compromiso,,,USD,USD,,,,148,,2024-10-31,,0
LIV-604,604,LIV,LIVEN,,,departamento flat,6,En planos,3a,0.00,0,0.00,85.38,85.38,vendido,,2022-01313,236782.14,236782.14,18942.57,217839.57,2773.27,,2022-07-21,2022-08-01,,,,Compromiso,,,USD,USD,,,,149,,2024-10-31,,0
LIV-702,702,LIV,LIVEN,,,departamento flat,7,En planos,4,0.00,0,0.00,86.33,86.33,vendido,,2022-01406,246016.99,246016.99,19681.36,226335.63,2849.73,,2022-08-01,2022-08-05,,,,Compromiso,,,USD,USD,,,,151,,2024-10-31,,0
LIV-703,703,LIV,LIVEN,,,departamento flat,7,En planos,7,0.00,0,0.00,106.27,106.27,vendido,,2022-00848,295132.91,295132.91,23610.63,271522.28,2777.20,,2022-05-17,2022-05-30,,,,Compromiso,,,USD,USD,,,,152,,2024-10-31,,0
